OBJECTID,סמל רחוב,שם רחוב,מספר בית,קוד שימוש,שימוש במבנה,מספר קומות,מספר כניסות,מספר דירות,שכבה,קוד רחוב 2,שם רחוב 2,Shape,שטח מעטפת במטר מרובע,היקף מעטפת במטרים
36682972,1117,קורות העיתים,6, , ,4,2,16,2200,0000, ,,345.7287139892578,107.00459045105777
36682973,0988,הרב שרירא גאון,4, , ,4,3,3,2200,0000, ,,269.4101104736328,91.70856839297208
36682974,1117,קורות העיתים,8, , ,3,1,10,2200,0000, ,,275.47544860839844,87.49920208592864
36682975,1090,העילוי,12, , ,4,1,11,2200,0000, ,,192.7876434326172,75.60492963621768
36682976,1086,בן ציון,14, , ,4,1,10,2200,0000, ,,302.8261260986328,72.2391012144933
36682977,1086,בן ציון,12, , ,4,4,32,2200,0000, ,,755.9577941894531,191.933085382573
36682978,1086,בן ציון,8, , ,4,1,8,2200,0000, ,,210.0941162109375,64.47974929537217
36682979,1086,בן ציון,4, , ,2,2,2,2200,0000, ,,297.73646545410156,80.03129170887402
36682980,1090,העילוי,9, , ,4,1,12,2200,0000, ,,304.97991943359375,85.82895348178653
36682981,0945,תכלת מרדכי,17, , ,6,1,11,2200,0000, ,,548.6002502441406,136.15652959958211
36682982,0315,אלקנה,13, , ,4,1,5,2200,0000, ,,273.6063232421875,92.32779090768324
36682983,0963,ראש פינה,1, , ,3,3,18,2200,0000, ,,662.4404296875,174.27286303297637
36682984,0315,אלקנה,15, , ,3,1,10,2200,0000, ,,276.84161376953125,93.85351646249737
36682985,0944,המ''ג,21, , ,6,2,22,2200,0000, ,,442.56837463378906,96.76077078790023
36682986,0315,אלקנה,21, , ,3,1,6,2200,0000, ,,252.02557373046875,81.73744540343024
36682987,0937,ירמיהו,2,ע, ,3,2,20,2200,0000, ,,664.2386627197266,167.66478858871344
36682988,0301,בר אילן,36, , ,3,1,7,2200,0000, ,,267.2965545654297,78.38419932642745
36682989,0315,אלקנה,11, , ,4,1,4,2200,0000, ,,253.4078826904297,88.37680522919334
36682990,0944,המ''ג,26, , ,4,3,42,2200,0000, ,,628.8582305908203,169.1106197705862
36682991,0945,תכלת מרדכי,17, , ,4,1,36,2200,0000, ,,498.3424072265625,126.39523197969018
36682992,0907,שמגר,17, ,ישיבה,1,1,0,2200,0000, ,,253.09437561035156,76.5293631397691
36682993,0301,בר אילן,34, , ,4,1,7,2200,0000, ,,204.36021423339844,64.57532990243422
36682994,0964,זכרון יעקב,19, , ,8,2,18,2200,0000, ,,513.8380279541016,113.52962246504768
36682995,0954,גדרה,6, , ,2,2,6,2200,0000, ,,260.1328125,79.96461403162027
36682996,0314,עלי הכהן,3, , ,4,2,16,2200,0000, ,,362.7790222167969,105.25301220749363
36682997,0925,פתח תקווה,3, , ,5,3,30,2200,0000, ,,821.3575134277344,172.90615958238143
36682998,4907,מנחת יצחק,17, , ,2,1,20,2200,0000, ,,266.2670593261719,82.10786159161975
36682999,0315,אלקנה,17, , ,4,2,12,2200,0000, ,,414.5031280517578,149.75222372641133
36683000,0952,הרב סורוצקין,2, , ,4,2,16,2200,0000, ,,533.1818695068359,159.8595800683714
36683001,0315,אלקנה,9, , ,4,1,7,2200,0000, ,,199.9922637939453,85.98433408656325
36683002,0314,עלי הכהן,5, , ,4,1,6,2200,0000, ,,185.1191864013672,64.62107608867609
36683003,0945,תכלת מרדכי,19, , ,7,1,11,2200,0000, ,,543.9194641113281,135.8128172485382
36683004,0944,המ''ג,25, , ,6,2,28,2200,0000, ,,464.8868865966797,128.08486373985437
36683005,0315,אלקנה,8, , ,4,4,43,2200,0000, ,,934.5707397460938,261.7462409572386
36683006,0315,אלקנה,7, , ,4,1,6,2200,0000, ,,206.48802185058594,75.73654176165806
36683007,4907,מנחת יצחק,16, , ,7,4,64,2200,0000, ,,2484.8939666748047,413.02489049168526
36683008,0954,גדרה,6, , ,5,6,13,2200,0000, ,,563.4678039550781,152.53604509248336
36683009,0105,יוסף זיו,3, , ,3,1,0,2200,0000, ,,386.852294921875,85.9959585629114
36677684,1908,יובב,25, , ,1,1,1,2200,0000, ,,117.5413818359375,45.175540059790315
36677685,1908,יובב,23, , ,1,1,1,2200,0000, ,,166.55233764648438,61.822925158297956
36677686,1354,הכפיר,4, , ,2,1,1,2200,0000, ,,97.88151550292969,43.81764514123388
36677687,1354,הכפיר,51, , ,2,1,1,2200,0000, ,,93.15428161621094,45.87887802393217
36677688,1349,חוזה סן מרטין,23,ע, ,4,3,18,2200,0000, ,,452.7384033203125,109.14199485987187
36677689,1301,השומר,0, , ,1,1,0,2200,0000, ,,214.562744140625,67.2313004874423
36677690,1306,אליעזר מרגולין,1, , ,2,2,12,2200,0000, ,,499.4028625488281,179.53253699984566
36677691,1306,אליעזר מרגולין,1, , ,2,1,6,2200,0000, ,,50.13438415527344,37.74405297106841
36677692,1301,השומר,21, , ,3,4,24,2200,0000, ,,523.4039611816406,174.9969812300641
36677693,1301,השומר,19, , ,3,4,24,2200,0000, ,,918.9821014404297,255.26447349339998
36677694,1301,השומר,17, , ,3,5,30,2200,0000, ,,720.0392150878906,247.29844635270572
36677695,1301,השומר,0, , ,1,1,0,2200,0000, ,,77.95553588867188,37.15280040837146
36677696,1301,השומר,13, , ,2,4,8,2200,0000, ,,737.0009460449219,221.46354062672995
36677697,1301,השומר,15, , ,2,4,16,2200,0000, ,,506.41001892089844,170.80901568568714
36677698,1305,יצחק שדה,6, , ,2,2,8,2200,0000, ,,429.85400390625,157.7850608147892
36677699,1305,יצחק שדה,8, , ,2,4,16,2200,0000, ,,520.2492523193359,175.12088658704917
36677700,1361,בר יוחאי,16, , ,2,1,0,2200,0000, ,,425.3969421386719,85.7280260383156
36677701,1361,בר יוחאי,14, , ,4,3,24,2200,0000, ,,442.5818405151367,107.49294726474221
36677702,1361,בר יוחאי,12, , ,4,3,24,2200,0000, ,,406.73487854003906,112.69761903875141
36677703,1361,בר יוחאי,10, , ,4,3,24,2200,0000, ,,419.6935577392578,102.79320910515084
36677704,1349,חוזה סן מרטין,24, , ,4,3,24,2200,0000, ,,390.59913635253906,93.4755109244391
36677705,1349,חוזה סן מרטין,26, , ,4,3,24,2200,0000, ,,392.58177185058594,103.07654861274699
36677706,1349,חוזה סן מרטין,28, , ,4,3,24,2200,0000, ,,418.54762268066406,115.04018852324025
36677707,1349,חוזה סן מרטין,30, , ,4,3,24,2200,0000, ,,526.7367401123047,117.9338422881095
36677708,1349,חוזה סן מרטין,32, , ,5,1,16,2200,1361,בר יוחאי,,181.55349731445312,57.38343873189352
36677709,1361,בר יוחאי,13, , ,5,8,80,2200,1361,בר יוחאי,,978.8428802490234,202.26974089741958
36677710,1361,בר יוחאי,11, , ,5,10,100,2200,1361,בר יוחאי,,961.3961944580078,220.13551848679498
36677711,1361,בר יוחאי,9, , ,2,1,0,2200,0000, ,,172.17076110839844,56.57757764469066
36677712,1361,בר יוחאי,7, , ,5,8,72,2200,0000, ,,1073.5274200439453,225.03527298173412
36677713,1361,בר יוחאי,5, , ,5,8,72,2200,0000, ,,1061.4007263183594,226.19915463103928
36677714,1361,בר יוחאי,0, , ,1,2,0,2200,0000, ,,370.1058654785156,100.24135514666358
36677715,1435,דב יוסף,0, , ,2,1,1,2200,0000, ,,251.0330352783203,73.72814158691857
36677716,1361,בר יוחאי,15, , ,5,8,80,2200,1367,אברהם אלמליח,,1032.5597381591797,212.25267441647122
36677717,1349,חוזה סן מרטין,22, , ,4,3,24,2200,0000, ,,435.19124603271484,128.5618736243819
36677718,1349,חוזה סן מרטין,18, , ,5,7,70,2200,0000, ,,999.8498611450195,231.34981739933784
36677719,1349,חוזה סן מרטין,21,ע, ,3,3,18,2200,0000, ,,391.90452575683594,90.69370119067008
36677720,1360,רבי צדוק,11, , ,4,1,16,2200,0000, ,,344.74961853027344,76.93427332818754
36677721,1349,חוזה סן מרטין,13, , ,3,3,18,2200,0000, ,,450.8514862060547,100.02846404589059
36677722,1367,אברהם אלמליח,31, , ,2,8,8,2200,0000, ,,861.7454986572266,219.60488406955884
36677723,3041,רקם,47, , ,1,1,1,2200,1307,גולומב,,249.65699005126953,78.37648526630625
36677724,3041,רקם,47, , ,1,1,1,2200,1307,גולומב,,242.4007797241211,90.33128359478532
36677725,3041,רקם,47, , ,1,1,1,2200,1307,גולומב,,188.07704162597656,72.24359300165561
36677726,3041,רקם,45, , ,2,1,1,2200,1307,גולומב,,192.78497314453125,60.201245813038526
36677727,3041,רקם,35, , ,2,1,1,2200,0000, ,,116.48895263671875,51.06076706513114
36677728,3041,רקם,33, , ,2,2,2,2200,0000, ,,370.66858673095703,112.01278490081832
36677729,1307,גולומב,142, , ,2,1,1,2200,0000, ,,383.5099411010742,103.64556957919493
36677730,3041,רקם,15, , ,2,2,2,2200,0000, ,,516.8161697387695,171.25906188615642
36677731,3041,רקם,8, , ,2,1,1,2200,0000, ,,212.17660522460938,62.437305671203376
36677732,3041,רקם,6, , ,2,1,1,2200,0000, ,,181.05008697509766,73.68806097873207
36677733,1435,דב יוסף,0, , ,2,1,2,2200,0000, ,,169.64531707763672,58.097597307617946
36677734,1435,דב יוסף,0, , ,1,1,1,2200,0000, ,,140.30701446533203,61.206369692541564
36677735,1435,דב יוסף,0, , ,2,1,2,2200,0000, ,,140.27049255371094,51.6985366211688
36677736,1435,דב יוסף,0, , ,2,2,2,2200,0000, ,,314.0035095214844,107.18951999458484
36677737,1435,דב יוסף,0, , ,3,1,2,2200,0000, ,,114.05158233642578,47.27655385396153
36677738,1435,דב יוסף,0, , ,2,2,4,2200,0000, ,,209.37060546875,68.74866594952124
36677739,1435,דב יוסף,0, , ,2,2,2,2200,0000, ,,284.0392150878906,92.83710280365098
36677740,1435,דב יוסף,0, , ,2,2,5,2200,0000, ,,251.1746368408203,78.70124368674507
36677741,1435,דב יוסף,0, , ,2,1,2,2200,0000, ,,138.27471923828125,49.68908825218995
36677742,0000, ,0, , ,1,1,0,2200,0000, ,,145.17196655273438,52.62626565488802
36677743,0000, ,0, , ,1,1,0,2200,0000, ,,107.95545959472656,44.54416908880733
36677744,0000, ,0, , ,1,1,0,2200,0000, ,,163.81688690185547,53.81250664438322
36677745,0000, ,0, , ,1,1,0,2200,0000, ,,234.5870590209961,76.22102147065155
36677746,1435,דב יוסף,0, , ,1,1,3,2200,0000, ,,86.76661682128906,39.99379843626885
36677747,1435,דב יוסף,0, , ,1,1,2,2200,0000, ,,74.70783996582031,37.69320707698857
36677748,1435,דב יוסף,0, , ,2,1,1,2200,0000, ,,63.474029541015625,33.58810636239222
36677749,1457,הנמר,11, , ,5,5,60,2200,0000, ,,4366.819244384766,818.7036481155484
36677750,1354,הכפיר,155, , ,2,3,3,2200,0000, ,,416.8129577636719,153.5107748695841
36677751,1354,הכפיר,209, , ,2,3,3,2200,0000, ,,376.20040130615234,152.1840149848117
36677752,1356,הדב,2, , ,2,6,6,2200,0000, ,,698.1889038085938,296.043720177415
36677753,1351,הדישון,8, , ,6,10,54,2200,0000, ,,5210.824836730957,1115.6017669537025
36677754,1352,האייל,50, , ,3,8,22,2200,0000, ,,1738.6238708496094,254.95290682240002
36677755,1352,האייל,46, , ,5,2,8,2200,0000, ,,470.10816955566406,103.18616042978323
36677756,1352,האייל,44, , ,5,2,8,2200,0000, ,,376.5576705932617,126.95166259517963
36677757,1352,האייל,47, , ,6,2,12,2200,1456,היען,,855.7489700317383,166.08235800531233
36677758,1352,האייל,41, , ,6,2,12,2200,1456,היען,,852.2319412231445,195.44868191455578
36677759,1352,האייל,39, , ,2,1,1,2200,0000, ,,199.33462524414062,73.86217112517778
36677760,1456,היען,16, , ,2,1,1,2200,0000, ,,218.65778350830078,75.7223964630438
36677761,1356,הדב,8, , ,2,3,3,2200,0000, ,,298.5918884277344,111.39707173762179
36677762,1356,הדב,12, , ,2,1,1,2200,0000, ,,126.4015884399414,60.7958160265778
36677763,1354,הכפיר,171, , ,2,7,7,2200,0000, ,,894.7552642822266,281.9530032717967
36677764,1354,הכפיר,177, , ,2,1,1,2200,0000, ,,112.44145965576172,47.41809627895694
36677765,1354,הכפיר,175, , ,2,1,1,2200,0000, ,,134.8321075439453,56.64166640822509
36677766,1456,היען,185, , ,2,1,1,2200,0000, ,,109.50440979003906,48.02221144711747
36677767,1456,היען,186, , ,2,1,1,2200,1354,הכפיר,,112.58370208740234,55.140502011933926
36677768,1354,הכפיר,201, , ,2,2,2,2200,0000, ,,271.98340606689453,96.1257243137242
36677769,1354,הכפיר,191, , ,2,1,1,2200,0000, ,,207.53594970703125,75.19235467673818
36677770,1354,הכפיר,193, , ,2,1,1,2200,0000, ,,126.59838104248047,48.63479863361806
36677771,1354,הכפיר,205, , ,2,2,2,2200,0000, ,,200.61292266845703,92.63687530619706
36677772,1354,הכפיר,211, , ,2,2,2,2200,0000, ,,235.753173828125,96.88125186679784
36677773,1354,הכפיר,213, , ,2,2,2,2200,0000, ,,208.97833251953125,88.56922722981867
36677774,1354,הכפיר,221, , ,2,2,2,2200,0000, ,,277.93870544433594,95.0194538185946
36677775,1354,הכפיר,223, , ,2,2,2,2200,0000, ,,224.88724517822266,91.50642038365457
36677776,1354,הכפיר,120, , ,3,3,3,2200,0000, ,,315.75203704833984,139.96788952990377
36677777,1457,הנמר,23, , ,5,2,30,2200,0000, ,,1807.9073867797852,334.8850652848458
36677778,1457,הנמר,17, , ,5,2,26,2200,0000, ,,1909.5037460327148,403.45497876495097
36677779,1456,היען,11, , ,3,1,1,2200,0000, ,,227.54718780517578,69.1248469023457
36677780,1354,הכפיר,231, , ,2,1,2,2200,0000, ,,268.3100280761719,70.77917187970083
36677781,1352,האייל,42, , ,5,1,7,2200,0000, ,,188.8210220336914,60.688334219355056
36677782,1351,הדישון,9, , ,4,6,52,2200,1457,הנמר,,2719.1146926879883,580.1662431330444
36677783,1356,הדב,16, , ,2,1,1,2200,0000, ,,61.3001708984375,31.912257739577946
36677784,1356,הדב,14, , ,2,1,1,2200,0000, ,,95.20112609863281,50.506104539199264
36677785,1354,הכפיר,10, , ,2,1,1,2200,0000, ,,86.8819808959961,49.64578079499067
36677786,1356,הדב,18, , ,2,1,1,2200,0000, ,,59.42913818359375,31.398402430058667
36677787,1354,הכפיר,101, , ,3,1,1,2200,0000, ,,90.30316925048828,49.10986435780799
36677788,1354,הכפיר,103, , ,2,1,1,2200,0000, ,,89.89759063720703,50.03040317506898
36677789,1354,הכפיר,105, , ,2,1,1,2200,0000, ,,80.29622650146484,49.60363500127589
36677790,1354,הכפיר,99, , ,3,1,1,2200,0000, ,,89.695068359375,42.08336986276058
36677791,1356,הדב,19, , ,3,1,1,2200,0000, ,,94.14967346191406,49.20008190814186
36677792,1356,הדב,21, , ,3,1,1,2200,0000, ,,95.23632049560547,49.83493889780074
36677793,1356,הדב,9, , ,3,1,1,2200,0000, ,,90.55632019042969,48.421887448293916
36677794,1356,הדב,15, , ,3,1,1,2200,0000, ,,91.45098114013672,48.673480642258596
36677795,1356,הדב,13, , ,3,1,1,2200,0000, ,,89.54937744140625,45.43889691205194
36677796,1352,האייל,36, , ,3,1,1,2200,0000, ,,227.2586669921875,68.99318422178744
36677797,1352,האייל,27, , ,2,1,2,2200,0000, ,,274.4823532104492,76.89207933426412
36677798,1336,חנוך קלעי,11, , ,3,2,2,2200,0000, ,,127.9053726196289,49.66601055434756
36677799,1354,הכפיר,69, , ,3,1,1,2200,0000, ,,112.29251098632812,51.72173363358483
36677800,1354,הכפיר,233, , ,2,2,3,2200,0000, ,,453.9510726928711,111.1426279054999
36677801,1354,הכפיר,152, , ,3,1,1,2200,0000, ,,82.79039764404297,42.882053484289756
36677802,1354,הכפיר,154, , ,3,1,1,2200,0000, ,,97.71769714355469,54.81401710913417
36677803,1297,אברהם שטרן,20, , ,2,4,24,2200,0000, ,,701.2339859008789,126.24024802804936
36677804,1910,עמשא,82, , ,2,1,1,2200,0000, ,,254.4525909423828,84.18000189987245
36677805,1352,האייל,32, , ,1,1,0,2200,0000, ,,117.43342590332031,45.33621225000939
36677806,3044,ערד,17, , ,2,2,2,2200,0000, ,,347.44078826904297,129.5965886381242
36677807,3044,ערד,18, , ,2,2,2,2200,0000, ,,724.8609161376953,180.14963065504804
36677808,1336,חנוך קלעי,5, , ,2,1,1,2200,0000, ,,208.9883804321289,60.385068247382755
36677809,1336,חנוך קלעי,3, , ,2,1,1,2200,0000, ,,404.19622802734375,95.72070042416793
36677810,1354,הכפיר,239, , ,3,1,1,2200,0000, ,,297.4728240966797,95.74636606826594
36677811,1354,הכפיר,241, , ,2,1,1,2200,0000, ,,273.1528625488281,83.84161050874184
36677812,3044,ערד,13, , ,2,1,1,2200,0000, ,,112.12167358398438,50.31940207644676
36677813,1354,הכפיר,243, , ,3,3,3,2200,1352,האייל,,253.48551177978516,87.85138252099023
36677814,1352,האייל,24, , ,2,1,1,2200,0000, ,,142.7378387451172,60.58872718935219
36677815,1352,האייל,26, , ,2,3,2,2200,0000, ,,785.3554992675781,192.28797986616033
36677816,1910,עמשא,86, , ,2,1,1,2200,0000, ,,125.08012390136719,55.36328424759802
36677817,1910,עמשא,92, , ,1,1,1,2200,0000, ,,156.59868621826172,58.386660463585955
36677818,3044,ערד,14, , ,2,1,1,2200,0000, ,,144.55553436279297,63.090404679733346
36677819,3044,ערד,12, , ,2,1,1,2200,0000, ,,173.81644439697266,56.09759994881504
36677820,1352,האייל,23, , ,1,1,1,2200,0000, ,,81.98603820800781,38.84267204548668
36677821,1910,עמשא,88, , ,2,1,2,2200,0000, ,,99.77351379394531,45.562343510946725
36677822,1910,עמשא,72, , ,3,2,2,2200,0000, ,,99.79823303222656,48.22804560573171
36677823,1352,האייל,23, , ,1,1,1,2200,0000, ,,72.84048461914062,35.89990107215916
36677824,1351,הדישון,26, , ,4,1,1,2200,0000, ,,226.64933013916016,66.39464214405164
36677825,1352,האייל,32, , ,1,1,1,2200,0000, ,,177.69184112548828,74.3193124241507
36677826,1336,חנוך קלעי,9, , ,3,2,2,2200,0000, ,,242.93404388427734,84.93535920212656
36677827,1336,חנוך קלעי,7, , ,1,1,1,2200,0000, ,,183.07170867919922,65.33189415354093
36677828,1354,הכפיר,166, , ,2,2,2,2200,0000, ,,292.7703323364258,79.82252097053794
36677829,1354,הכפיר,156, , ,1,1,0,2200,0000, ,,134.4071807861328,58.202012528186835
36677830,1354,הכפיר,56, , ,2,2,2,2200,0000, ,,183.50072479248047,96.40594885966722
36677831,1354,הכפיר,235, , ,2,1,2,2200,0000, ,,211.3379898071289,63.17893977262899
36677832,1456,היען,1, , ,3,1,1,2200,0000, ,,145.1552734375,68.33366106540733
36677833,1338,ניקנור,216, , ,3,3,18,2200,0000, ,,589.2676391601562,160.75099641090225
36677834,1335,ברניקי,17, , ,3,3,6,2200,0000, ,,283.6390075683594,86.02796302290756
36677835,1335,ברניקי,15, , ,3,3,6,2200,0000, ,,293.6600799560547,112.34633738166801
36677836,1335,ברניקי,13, , ,2,1,4,2200,0000, ,,384.0536651611328,127.29712239696418
36677837,1335,ברניקי,4, , ,2,1,4,2200,0000, ,,367.19873046875,108.52201375790676
36677838,1335,ברניקי,10, , ,2,2,2,2200,0000, ,,293.4851989746094,106.8086948332263
36677839,1335,ברניקי,11, , ,3,2,2,2200,0000, ,,270.02557373046875,83.50491640637497
36677840,1335,ברניקי,7, , ,2,2,3,2200,0000, ,,412.77256774902344,111.30757921103229
36677841,1335,ברניקי,3, , ,2,1,4,2200,0000, ,,341.4013671875,91.6383220848796
36677842,1334,הורקניה,19, , ,2,2,5,2200,0000, ,,462.81402587890625,132.08405798535975
36677843,1334,הורקניה,17, , ,3,2,5,2200,0000, ,,335.2053680419922,121.24111029449878
36677844,1334,הורקניה,13, , ,3,2,5,2200,0000, ,,369.8643798828125,130.41606499077366
36677845,1335,ברניקי,16, , ,2,1,2,2200,0000, ,,348.96925354003906,114.40913368785
36677846,1338,ניקנור,30, , ,4,2,14,2200,0000, ,,314.5852966308594,96.48319514913285
36677847,1363,חננאל,30, , ,3,1,2,2200,1338,ניקנור,,289.0818176269531,86.69897441246485
36677848,1334,הורקניה,11, , ,3,2,2,2200,0000, ,,376.65965270996094,117.14637829447504
36677849,1338,ניקנור,28, , ,3,2,12,2200,0000, ,,309.8321533203125,100.63020544983394
36677850,0000, ,33, , ,3,2,3,2200,1338,ניקנור,,329.9025573730469,88.10437444278908
36677851,0000, ,31, , ,3,2,2,2200,1338,ניקנור,,337.0082550048828,96.30610979901886
36677852,1335,ברניקי,5, , ,2,1,4,2200,0000, ,,267.8055419921875,84.81431237937367
36677853,1363,חננאל,33, , ,2,1,2,2200,0000, ,,507.4060516357422,125.36919964818287
36677854,1415,התקופה,28, , ,4,2,16,2200,0000, ,,434.3826446533203,104.56862768088114
36677855,1338,ניקנור,37, , ,4,1,6,2200,0000, ,,205.54527282714844,59.617962232529145
36677856,4381,אל בוטמה,0, , ,6,1,1,2200,0000, ,,184.30947875976562,60.376718276760144
36677857,4130,,0, , ,3,1,2,2200,0000, ,,352.0402374267578,77.21263063111728
36677858,4381,אל בוטמה,0, , ,3,2,4,2200,0000, ,,268.25096130371094,89.39491581408171
36677859,4381,אל בוטמה,0, , ,3,3,3,2200,0000, ,,381.77935791015625,117.81554020400779
36677860,4202,,0, , ,3,2,3,2200,0000, ,,374.7667770385742,93.78506782499086
36677861,1435,דב יוסף,0, , ,1,1,1,2200,0000, ,,152.1754150390625,59.36297366587469
36677862,4202,,0, , ,2,1,1,2200,0000, ,,175.36952209472656,65.35866037564894
36677863,4381,אל בוטמה,0, , ,3,2,3,2200,0000, ,,376.8885192871094,80.58896699498511
36677864,4384,א שיפא,0, , ,2,1,2,2200,0000, ,,301.9905700683594,83.72719616236485
36677865,4384,א שיפא,0, , ,2,1,2,2200,0000, ,,150.59933471679688,66.86747174549696
36677866,4384,א שיפא,0, , ,2,1,1,2200,0000, ,,271.21849060058594,75.51346349271991
36677867,4384,א שיפא,0, , ,2,1,1,2200,0000, ,,153.21534729003906,51.88660318640317
36677868,4381,אל בוטמה,0, , ,3,1,2,2200,0000, ,,171.3754425048828,61.77570093672962
36677869,4381,אל בוטמה,0, , ,3,1,1,2200,0000, ,,269.5188751220703,83.06347281830536
36677870,4384,א שיפא,0, , ,2,1,2,2200,0000, ,,323.6118927001953,93.28454002282348
36677871,4384,א שיפא,0, , ,1,1,1,2200,0000, ,,399.8487548828125,127.08467104214793
36677872,4384,א שיפא,0, , ,3,1,2,2200,0000, ,,226.02513122558594,69.1879966596866
36677873,4384,א שיפא,0, , ,2,1,1,2200,0000, ,,122.20549011230469,51.99020062331772
36677874,4384,א שיפא,0, , ,3,1,2,2200,0000, ,,213.63221740722656,62.05065188744027
36677875,4384,א שיפא,0, , ,2,1,2,2200,0000, ,,131.67726135253906,47.66886991131414
36677876,4384,א שיפא,0, , ,2,3,3,2200,0000, ,,422.2902069091797,134.63308352039076
36677877,4384,א שיפא,0, , ,2,1,2,2200,0000, ,,149.41726684570312,53.288762152738244
36677878,4384,א שיפא,0, , ,2,1,2,2200,0000, ,,132.93910217285156,52.24807569604797
36677879,4366,א רחמה,0, , ,2,3,2,2200,0000, ,,625.7894744873047,192.5591799471694
36677880,4384,א שיפא,0, , ,1,1,2,2200,0000, ,,262.34771728515625,80.76131074229089
36677881,4384,א שיפא,0, , ,2,2,5,2200,0000, ,,313.73358154296875,116.15189705518824
36677882,4384,א שיפא,0, , ,3,3,6,2200,0000, ,,368.38987731933594,113.72832645477094
36677883,4384,א שיפא,0, , ,2,2,5,2200,0000, ,,119.82804870605469,54.13162884559955
36677884,4384,א שיפא,0, , ,2,1,1,2200,0000, ,,192.28445434570312,63.25356117293747
36677885,4384,א שיפא,0, , ,1,3,7,2200,0000, ,,294.7791442871094,91.8772607582853
36677886,4384,א שיפא,0, , ,2,2,4,2200,0000, ,,265.9182891845703,92.01141468524911
36677887,1309,קנאי הגליל,23, , ,2,1,1,2200,0000, ,,280.72113037109375,98.12589915777927
36677888,1309,קנאי הגליל,21, , ,2,1,4,2200,0000, ,,340.11863708496094,98.48469673165181
36677889,1310,אלעזר בן יאיר,18, , ,3,2,5,2200,0000, ,,298.37506103515625,112.83530143708883
36677890,1310,אלעזר בן יאיר,22, , ,2,1,4,2200,0000, ,,317.6947937011719,83.1805732850191
36677891,1310,אלעזר בן יאיר,23, , ,2,2,16,2200,0000, ,,477.79640197753906,130.91397278191346
36677892,1311,אלכסנדריון,24, , ,3,2,2,2200,0000, ,,292.1393280029297,109.89778388316707
36677893,1311,אלכסנדריון,22, , ,2,2,6,2200,0000, ,,264.537353515625,89.05766667362312
36677894,1311,אלכסנדריון,20, , ,2,1,3,2200,0000, ,,267.2089080810547,76.06887199987412
36677895,1311,אלכסנדריון,18, , ,3,1,5,2200,0000, ,,330.07252502441406,89.85438134119802
36677896,1311,אלכסנדריון,16, , ,2,1,5,2200,0000, ,,274.7402801513672,79.40835775470867
36677897,1311,אלכסנדריון,9, , ,2,1,2,2200,0000, ,,291.4598846435547,88.01524005673367
36677898,1311,אלכסנדריון,6, , ,2,1,4,2200,0000, ,,294.4223937988281,93.92990370917896
36677899,1312,טוביה,4, , ,2,2,10,2200,0000, ,,340.00218200683594,86.88532524771581
36677900,1312,טוביה,8, , ,4,2,10,2200,0000, ,,518.0376434326172,165.70406407185163
36677901,1310,אלעזר בן יאיר,21, , ,2,2,12,2200,0000, ,,462.1291046142578,135.46994322626207
36677902,1390,אריה בעהם,3, , ,4,2,16,2200,0000, ,,508.2409210205078,117.67986602796111
36677903,1334,הורקניה,1, , ,3,2,4,2200,0000, ,,194.6207733154297,73.73404263297266
36677904,1310,אלעזר בן יאיר,12, , ,3,2,7,2200,0000, ,,359.3350067138672,117.02822808303583
36677905,1310,אלעזר בן יאיר,7, , ,2,1,4,2200,0000, ,,297.4247131347656,105.07320299159748
36677906,1310,אלעזר בן יאיר,5, , ,2,1,1,2200,0000, ,,570.5536499023438,165.379700142192
36677907,1311,אלכסנדריון,4, , ,2,1,4,2200,0000, ,,186.47222900390625,64.98945841877432
36677908,1312,טוביה,2, , ,2,2,8,2200,0000, ,,663.8512725830078,192.70465746388135
36677909,1311,אלכסנדריון,3, , ,3,2,5,2200,0000, ,,209.8739013671875,83.59387252805139
36677910,1311,אלכסנדריון,1, , ,3,2,6,2200,0000, ,,316.8011016845703,94.61730707464635
36677911,1334,הורקניה,3, , ,2,2,2,2200,0000, ,,237.4018096923828,62.67127475887184
36677912,1337,יהודה הנשיא,15, , ,2,1,4,2200,0000, ,,174.85723876953125,75.459615235034
36677913,1337,יהודה הנשיא,15, , ,3,2,5,2200,0000, ,,343.2841033935547,119.61499795968092
36677914,1314,יוסי בן יועזר,38, , ,5,1,30,2200,0000, ,,659.1471405029297,110.56641278727928
36677915,1318,אליעזר הגדול,5, , ,2,3,12,2200,0000, ,,526.4208068847656,155.6145404633607
36677916,1318,אליעזר הגדול,3, , ,2,1,4,2200,0000, ,,526.2696990966797,170.1843461974291
36677917,1321,רבן יוחנן בן זכאי,57, , ,2,3,3,2200,0000, ,,503.8216857910156,159.64007027212935
36677918,1316,אנטיגונוס,33, , ,2,2,32,2200,0000, ,,350.7070007324219,107.51828088326961
36677919,1316,אנטיגונוס,37, , ,2,2,8,2200,0000, ,,472.7548828125,110.47286311116628
36677920,1316,אנטיגונוס,35, , ,2,2,8,2200,0000, ,,542.1350250244141,188.4761133073801
36677921,1316,אנטיגונוס,30, , ,2,2,8,2200,0000, ,,549.0254974365234,153.2156562286998
36677922,1316,אנטיגונוס,32, , ,2,2,8,2200,0000, ,,550.1194610595703,148.93497622567887
36677923,1316,אנטיגונוס,30, , ,2,2,9,2200,0000, ,,544.0952301025391,164.5358901609329
36677924,1316,אנטיגונוס,42, , ,2,2,8,2200,0000, ,,573.8898315429688,165.16711318844904
